From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_003952503.1	B5GLC0	unreviewed	B5GLC0_STRCL	Beta-Lactamase Inhibitory Protein-Like Protein (Blp)	blp SCLAV_4202	Streptomyces clavuligerus	182
WP_003952504.1	Q01767	reviewed	LAT_STRCL	L-lysine-epsilon aminotransferase (L-lysine aminotransferase) (EC 2.6.1.36) (Lysine 6-aminotransferase)	lat	Streptomyces clavuligerus	457
WP_003952504.1	B5GLC1	unreviewed	B5GLC1_STRCL	L-lysine 6-transaminase (EC 2.6.1.36) (Lysine 6-aminotransferase)	lat SCLAV_4201	Streptomyces clavuligerus	457
WP_003952506.1	P10621	reviewed	IPNS_STRCL	Isopenicillin N synthase (IPNS) (EC 1.21.3.1)	pcbC	Streptomyces clavuligerus	329
WP_003952508.1	B5GLC4	unreviewed	B5GLC4_STRCL	PcbR (Secreted penicillin binding protein)	pcbR SCLAV_4198	Streptomyces clavuligerus	551
WP_003952509.1	Q9LCV9	reviewed	CEAS_STRCL	N(2)-(2-carboxyethyl)arginine synthase (CEA synthetase) (CEAS) (EC 2.5.1.66)	ceaS	Streptomyces clavuligerus	573
WP_003952510.1	P0DJQ7	reviewed	BLS_STRCL	Carboxyethyl-arginine beta-lactam-synthase (EC 6.3.3.4) (Beta-lactam synthetase)	bls	Streptomyces clavuligerus	513
WP_003952510.1	B5GLC7	unreviewed	B5GLC7_STRCL	Carboxyethyl-arginine beta-lactam-synthase (EC 6.3.3.4)	bls2 SCLAV_4196	Streptomyces clavuligerus	513
WP_003952511.1	P0DJQ3	reviewed	PAH_STRCL	Proclavaminate amidinohydrolase (EC 3.5.3.22) (Proclavaminic acid amidino hydrolase)	pah	Streptomyces clavuligerus	313
WP_003952511.1	B5GLC8	unreviewed	B5GLC8_STRCL	Proclavaminate amidinohydrolase (EC 3.5.3.22)	pah2 SCLAV_4195	Streptomyces clavuligerus	313
WP_003961826.1	Q53939	unreviewed	Q53939_STRCL	Clavaminate synthase (EC 1.14.11.21) (Clavaminic acid synthase)	cas cas2 SCLAV_4194	Streptomyces clavuligerus	325
WP_003952513.1	P0DJQ5	reviewed	GNAT2_STRCL	Glutamate N-acetyltransferase 2 (EC 2.3.1.35) (Ornithine acetyltransferase 2) (Ornithine transacetylase 2) (OATase 2) [Cleaved into: Glutamate N-acetyltransferase 2 alpha chain; Glutamate N-acetyltransferase 2 beta chain]	oat2 dclD	Streptomyces clavuligerus	393
WP_003952513.1	P0DJQ6	reviewed	ARGJ3_STRCL	Arginine biosynthesis bifunctional protein ArgJ 3 [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ3 oat2	Streptomyces clavuligerus	393
WP_003952514.1	Q9LCV8	unreviewed	Q9LCV8_STRCL	Orf7		Streptomyces clavuligerus	555
WP_003952516.1	B5GLD3	unreviewed	B5GLD3_STRCL	Clavaldehyde dehydrogenase	car SCLAV_4190	Streptomyces clavuligerus	248
WP_003952517.1	B5GLD4	unreviewed	B5GLD4_STRCL	Cytochrome P450-SU2 (Orf10)	SCLAV_4189	Streptomyces clavuligerus	408
WP_003952520.1	Q8KRB6	unreviewed	Q8KRB6_STRCL	Integral membrane protein DUF6 (Orf13)	SCLAV_4186	Streptomyces clavuligerus	340
WP_003952521.1	Q8KRB5	unreviewed	Q8KRB5_STRCL	Acetyltransferase GNAT family protein (Orf14)	SCLAV_4185	Streptomyces clavuligerus	339
WP_003961820.1	Q8KRB4	unreviewed	Q8KRB4_STRCL	ABC-type dipeptide transport system, solute-binding protein (Orf15)	oppA2 SCLAV_4183	Streptomyces clavuligerus	562
WP_003952523.1	B5GLE0	unreviewed	B5GLE0_STRCL	DUF482 domain-containing protein (Orf16)	SCLAV_4182	Streptomyces clavuligerus	401
WP_009997519.1	Q83Z60	unreviewed	Q83Z60_STRCL	Orf17		Streptomyces clavuligerus	437
WP_003952525.1	Q8KRB1	unreviewed	Q8KRB1_STRCL	Orf18 (Penicillin-binding protein PBP)	pbpA SCLAV_4180	Streptomyces clavuligerus	494
WP_003961818.1	Q83Z59	unreviewed	Q83Z59_STRCL	Orf19 (Penicillin-binding protein)	pbp2 SCLAV_4179	Streptomyces clavuligerus	717
WP_003952527.1	B2LX12	unreviewed	B2LX12_STRCL	Putative cytochrome P450		Streptomyces clavuligerus	393
WP_003952528.1	B1PR38	unreviewed	B1PR38_STRCL	RNA polymerase sigma factor	SCLAV_4177	Streptomyces clavuligerus	201
WP_003961816.1	B1PR39	unreviewed	B1PR39_STRCL	histidine kinase (EC 2.7.13.3)	SCLAV_4176	Streptomyces clavuligerus	571
WP_003952530.1	B2LX15	unreviewed	B2LX15_STRCL	Two-component system response regulator	SCLAV_4175	Streptomyces clavuligerus	270
WP_003961815.1	E2Q5N5	unreviewed	E2Q5N5_STRCL	Putative transmembrane anti-sigma factor	SCLAV_4174	Streptomyces clavuligerus	241
WP_003961814.1	B2LX16	unreviewed	B2LX16_STRCL	Putative RNA polymerase sigma factor (RNA polymerase, sigma-24 subunit, ECF subfamily)	SCLAV_4173	Streptomyces clavuligerus	188
WP_003952534.1	B2LX18	unreviewed	B2LX18_STRCL	Putative FAD-dependent oxidoreductase	SCLAV_4170	Streptomyces clavuligerus	393
WP_003952535.1	B2LX19	unreviewed	B2LX19_STRCL	Non-homologous end joining protein Ku	ku SCLAV_4169	Streptomyces clavuligerus	360
WP_003961809.1	E2Q5M6	unreviewed	E2Q5M6_STRCL	PBS lyase	SCLAV_4165	Streptomyces clavuligerus	954
WP_003952542.1	B5GLF9	unreviewed	B5GLF9_STRCL	Zinc-ribbon 15 domain-containing protein	SCLAV_4164	Streptomyces clavuligerus	106
WP_003952543.1	B5GLG0	unreviewed	B5GLG0_STRCL	Uncharacterized protein	SCLAV_4163	Streptomyces clavuligerus	74
WP_003961808.1	E2Q5M3	unreviewed	E2Q5M3_STRCL	Uncharacterized protein	SCLAV_4162	Streptomyces clavuligerus	105
WP_003952545.1	B5GLG2	unreviewed	B5GLG2_STRCL	DUF397 domain-containing protein	SCLAV_4161	Streptomyces clavuligerus	66
WP_003952546.1	B5GLG3	unreviewed	B5GLG3_STRCL	Putative DNA-binding protein	SCLAV_4160	Streptomyces clavuligerus	276
WP_003961806.1	E2Q5L8	unreviewed	E2Q5L8_STRCL	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)	SCLAV_4157	Streptomyces clavuligerus	389
WP_003952551.1	B5GLG8	unreviewed	B5GLG8_STRCL	Putative cell division membrane protein	SCLAV_4155	Streptomyces clavuligerus	471
WP_003961805.1	E2Q5L5	unreviewed	E2Q5L5_STRCL	Putative penicillin-binding protein	SCLAV_4154	Streptomyces clavuligerus	490
WP_003961804.1	E2Q5L4	unreviewed	E2Q5L4_STRCL	DUF3291 domain-containing protein	SCLAV_4153	Streptomyces clavuligerus	153
WP_003952556.1	B5GLH3	unreviewed	B5GLH3_STRCL	Aminobenzoate oxygenase	SCLAV_4151	Streptomyces clavuligerus	373
WP_003952557.1	B5GLH4	unreviewed	B5GLH4_STRCL	Diiron oxygenase	SCLAV_4150	Streptomyces clavuligerus	311
WP_003961802.1	E2Q5L0	unreviewed	E2Q5L0_STRCL	TetR-family transcriptional regulator	SCLAV_4149	Streptomyces clavuligerus	249
WP_003961799.1	E2Q5K7	unreviewed	E2Q5K7_STRCL	NLP/P60 family secreted protein	SCLAV_4146	Streptomyces clavuligerus	436
WP_003952561.1	B5GLH8	unreviewed	B5GLH8_STRCL	Putative oxygenase subunit	SCLAV_4145	Streptomyces clavuligerus	414
WP_003961796.1	E2Q5K3	unreviewed	E2Q5K3_STRCL	Roadblock/LC7 family protein	SCLAV_4142	Streptomyces clavuligerus	160
WP_003961795.1	E2Q5K2	unreviewed	E2Q5K2_STRCL	histidine kinase (EC 2.7.13.3)	SCLAV_4141	Streptomyces clavuligerus	967
WP_003961794.1	E2Q5K1	unreviewed	E2Q5K1_STRCL	Protein phosphatase 2C-like protein	SCLAV_4140	Streptomyces clavuligerus	280
WP_003952568.1	B5GLI5	unreviewed	B5GLI5_STRCL	Putative MarR-family transcriptional regulator	SCLAV_4139	Streptomyces clavuligerus	160
WP_003961792.1	E2Q5J8	unreviewed	E2Q5J8_STRCL	Pentapeptide repeat-containing protein	SCLAV_4137	Streptomyces clavuligerus	275
WP_003961791.1	E2Q5J7	unreviewed	E2Q5J7_STRCL	Lon protease (EC 3.4.21.53)	lonA SCLAV_4136	Streptomyces clavuligerus	805
WP_003959164.1	B5H4B5	unreviewed	B5H4B5_STRCL	Two-component system response regulator	SCLAV_4134	Streptomyces clavuligerus	245
WP_003959165.1	B5H4B6	unreviewed	B5H4B6_STRCL	histidine kinase (EC 2.7.13.3)	SCLAV_4133	Streptomyces clavuligerus	364
WP_003961787.1	E2Q5J1	unreviewed	E2Q5J1_STRCL	ATPase, AAA family, putative	SCLAV_4130	Streptomyces clavuligerus	352
WP_003961786.1	E2Q5J0	unreviewed	E2Q5J0_STRCL	PBS lyase HEAT-like repeat domain protein	SCLAV_4129	Streptomyces clavuligerus	673
WP_003961785.1	E2Q5I9	unreviewed	E2Q5I9_STRCL	Trypsin-co-occurring domain-containing protein	SCLAV_4128	Streptomyces clavuligerus	154
WP_003961784.1	M3EDT4	unreviewed	M3EDT4_9ACTN	Uncharacterized protein	SBD_4024	Streptomyces bottropensis ATCC 25435	60
WP_003961784.1	S3ZKX9	unreviewed	S3ZKX9_9ACTN	Uncharacterized protein	STRAU_2783	Streptomyces aurantiacus JA 4570	60
WP_003961784.1	A0A327V8S1	unreviewed	A0A327V8S1_9ACTN	Uncharacterized protein	K388_00424	Streptomyces sp. KhCrAH-43	60
WP_003961784.1	A0A327VR61	unreviewed	A0A327VR61_9ACTN	Uncharacterized protein	K377_05593	Streptomyces sp. PsTaAH-137	60
WP_003961784.1	A0A8I0PCP5	unreviewed	A0A8I0PCP5_9ACTN	CopG family transcriptional regulator	H4687_006340	Streptomyces stelliscabiei	60
WP_003961784.1	A0A3N6G7Q5	unreviewed	A0A3N6G7Q5_9ACTN	Uncharacterized protein	EES45_11620	Streptomyces sp. ADI97-07	60
WP_003961784.1	A0A2R4T823	unreviewed	A0A2R4T823_9ACTN	Uncharacterized protein	SLUN_26725	Streptomyces lunaelactis	60
WP_003961784.1	A0A4Q6VD59	unreviewed	A0A4Q6VD59_9ACTN	Uncharacterized protein	C0L86_08560	Streptomyces sp. SCA2-2	60
WP_003961784.1	A0A0X3VX49	unreviewed	A0A0X3VX49_9ACTN	CopG family transcriptional regulator	ADL30_33635	Streptomyces sp. NRRL S-1521	60
WP_003961784.1	A0A1P8TFJ2	unreviewed	A0A1P8TFJ2_9ACTN	Uncharacterized protein	D4104_13530 DCW30_19300	Streptomyces alfalfae	60
WP_003961784.1	A0A1Q5DQN5	unreviewed	A0A1Q5DQN5_9ACTN	CopG family transcriptional regulator	AMK10_05040	Streptomyces sp. CB02058	60
WP_003961784.1	A0A1Q5CWA6	unreviewed	A0A1Q5CWA6_9ACTN	CopG family transcriptional regulator	AMK11_06615	Streptomyces sp. CB02414	60
WP_003961784.1	A0A1Q5LYF9	unreviewed	A0A1Q5LYF9_STRX0	CopG family transcriptional regulator	AMK26_10665	Streptomyces sp. (strain CB03234)	60
WP_003961784.1	A0A1Q5K898	unreviewed	A0A1Q5K898_9ACTN	CopG family transcriptional regulator	AMK30_02055	Streptomyces sp. CB02460	60
WP_003961784.1	A0A1I4YLP4	unreviewed	A0A1I4YLP4_9ACTN	Uncharacterized protein	SAMN04487980_1018164	Streptomyces sp. cf124	60
WP_003961784.1	A0A0W7WZZ0	unreviewed	A0A0W7WZZ0_9ACTN	CopG family transcriptional regulator	AT728_17385	Streptomyces silvensis	60
WP_003961784.1	A0A6G9EZ77	unreviewed	A0A6G9EZ77_9ACTN	Uncharacterized protein	EZV63_24520	Streptomyces sp. VN1	60
WP_003961784.1	A0A1C4TA76	unreviewed	A0A1C4TA76_9ACTN	Uncharacterized protein	GA0115234_112715	Streptomyces sp. DvalAA-43	60
WP_003961784.1	A0A1H4TK52	unreviewed	A0A1H4TK52_9ACTN	Uncharacterized protein	SAMN05216483_1948	Streptomyces sp. 2131.1	60
WP_003961784.1	A0A1H5J3L4	unreviewed	A0A1H5J3L4_9ACTN	Uncharacterized protein	SAMN05216489_06742	Streptomyces sp. 3213.3	60
WP_003961784.1	A0A2A2UMS6	unreviewed	A0A2A2UMS6_9ACTN	Uncharacterized protein	C0Q92_08700 EQK42_07650 IM796_08585 ScoT_18770	Streptomyces albidoflavus	60
WP_003961784.1	E2Q5I8	unreviewed	E2Q5I8_STRCL	Uncharacterized protein	SCLAV_4127	Streptomyces clavuligerus	60
WP_003961784.1	A0A1X1NPJ0	unreviewed	A0A1X1NPJ0_9ACTN	Uncharacterized protein	BKD26_04595	Streptomyces sp. CB03238	60
WP_003961784.1	A0A380MR14	unreviewed	A0A380MR14_STRGR	Uncharacterized protein	NCTC7807_01187	Streptomyces griseus	60
WP_003961784.1	A0A100JKB5	unreviewed	A0A100JKB5_STRSC	Uncharacterized protein	SsS58_01431	Streptomyces scabiei	60
WP_003961784.1	A0A286EH52	unreviewed	A0A286EH52_9ACTN	Uncharacterized protein	SAMN06272781_2658	Streptomyces sp. 1222.2	60
WP_003961784.1	A0A6I6F4R5	unreviewed	A0A6I6F4R5_9ACTN	Uncharacterized protein	EIZ62_10410	Streptomyces ficellus	60
WP_003961784.1	A0A2M9IUI8	unreviewed	A0A2M9IUI8_9ACTN	CopG family transcriptional regulator	CG740_36325	Streptomyces sp. CB01201	60
WP_003961784.1	A0A2S6PUC5	unreviewed	A0A2S6PUC5_9ACTN	Uncharacterized protein	C5F59_25740	Streptomyces sp. QL37	60
WP_003961784.1	A0A2P8PWL4	unreviewed	A0A2P8PWL4_9ACTN	Uncharacterized protein	C6Y14_37390	Streptomyces dioscori	60
WP_003961784.1	A0A5B7UZF3	unreviewed	A0A5B7UZF3_9ACTN	Uncharacterized protein	C9F11_27300	Streptomyces sp. YIM 121038	60
WP_003961784.1	A0A6I7YBV8	unreviewed	A0A6I7YBV8_9ACTN	Uncharacterized protein	EAO73_08975	Streptomyces sp. col6	60
WP_003961784.1	A0A4R7JMI6	unreviewed	A0A4R7JMI6_9ACTN	Uncharacterized protein	EV562_105310	Streptomyces sp. BK208	60
WP_003961784.1	A0A4R9F1C2	unreviewed	A0A4R9F1C2_9ACTN	Uncharacterized protein	E2651_08565	Streptomyces sp. MZ04	60
WP_003961784.1	A0A4S3GEN4	unreviewed	A0A4S3GEN4_9ACTN	Uncharacterized protein	E7X58_10395	Streptomyces sp. A1499	60
WP_003961784.1	A0A552R3X0	unreviewed	A0A552R3X0_9ACTN	Uncharacterized protein	FKN01_19905	Streptomyces sp. 130	60
WP_003961784.1	A0A5P8KBA0	unreviewed	A0A5P8KBA0_9ACTN	Uncharacterized protein	F9278_33530	Streptomyces phaeolivaceus	60
WP_003961784.1	A0A5P9WJE0	unreviewed	A0A5P9WJE0_9ACTN	Uncharacterized protein	GEV49_12885	Streptomyces sp. SYP-A7193	60
WP_003961784.1	A0A6L6WLN2	unreviewed	A0A6L6WLN2_9ACTN	Uncharacterized protein	GPA10_00010	Streptomyces typhae	60
WP_003961784.1	A0A6G2VDE3	unreviewed	A0A6G2VDE3_9ACTN	Uncharacterized protein	GT034_30655	Streptomyces sp. SID2563	60
WP_003961784.1	A0A7K3CY65	unreviewed	A0A7K3CY65_9ACTN	Uncharacterized protein	GT038_15940	Streptomyces sp. SID337	60
WP_003961784.1	A0A7K2LKJ1	unreviewed	A0A7K2LKJ1_9ACTN	Uncharacterized protein	GT025_28225	Streptomyces sp. SID4920	60
WP_003961784.1	A0A7K2HI90	unreviewed	A0A7K2HI90_9ACTN	Uncharacterized protein	GTY51_34835	Streptomyces sp. SID4936	60
WP_003961784.1	A0A7K3E9E1	unreviewed	A0A7K3E9E1_9ACTN	Uncharacterized protein	GTY82_20925	Streptomyces sp. SID5476	60
WP_003961784.1	A0A7K2S0V7	unreviewed	A0A7K2S0V7_9ACTN	Uncharacterized protein	GTY60_40015	Streptomyces sp. SID8367	60
WP_003961784.1	A0A6G2YRB2	unreviewed	A0A6G2YRB2_9ACTN	Uncharacterized protein	GTW90_12875	Streptomyces sp. SID8373	60
WP_003961784.1	A0A6B2SFC4	unreviewed	A0A6B2SFC4_9ACTN	Uncharacterized protein	G3I23_09995	Streptomyces sp. SID10115	60
WP_003961784.1	A0A6G3RB88	unreviewed	A0A6G3RB88_9ACTN	Uncharacterized protein	G3I45_10245	Streptomyces sp. SID339	60
WP_003961784.1	A0A6B3A3Y7	unreviewed	A0A6B3A3Y7_9ACTN	Uncharacterized protein	G3I34_22925	Streptomyces sp. SID8014	60
WP_003961784.1	A0A6G3UEW4	unreviewed	A0A6G3UEW4_9ACTN	Uncharacterized protein	G3I33_04210	Streptomyces sp. SID9124	60
WP_003961784.1	A0A927LDU4	unreviewed	A0A927LDU4_9ACTN	Uncharacterized protein	IHE70_44395	Streptomyces caniscabiei	60
WP_003961784.1	A0AA46MJX8	unreviewed	A0AA46MJX8_9ACTN	CopG family transcriptional regulator	KNZ81_08550	Streptomyces sp. G11C(2021)	60
WP_003961784.1	A0A6N9UTB5	unreviewed	A0A6N9UTB5_9ACTN	Uncharacterized protein	G3I32_21695 G3I46_25645	Streptomyces coelicoflavus	60
WP_003961784.1	A0AA46V222	unreviewed	A0AA46V222_9ACTN	DUF6104 family protein	OIM89_08155	Streptomyces sp. BI87	60
WP_003961784.1	A0A9E8V1Z0	unreviewed	A0A9E8V1Z0_9ACTN	DUF6104 family protein	OSU72_21730	Streptomyces sp. NA13	60
WP_003961784.1	A0AA96W6F5	unreviewed	A0AA96W6F5_9ACTN	DUF6104 family protein	P8T65_14890	Streptomyces sp. 11x1	60
WP_003961784.1	A0A6I4NFW2	unreviewed	A0A6I4NFW2_9ACTN	Uncharacterized protein	E5671_31180	Streptomyces sp. BA2	60
WP_003961784.1	A0A1D8SUL5	unreviewed	A0A1D8SUL5_STROV	Uncharacterized protein	IW294_26730	Streptomyces olivaceus	60
WP_003961784.1	A0A8H9HMH3	unreviewed	A0A8H9HMH3_9ACTN	Uncharacterized protein	GCM10010227_19210	Streptomyces gougerotii	60
WP_003961784.1	A0A7Y6C7A1	unreviewed	A0A7Y6C7A1_9ACTN	CopG family transcriptional regulator	G6W59_08300	Streptomyces odorifer	60
WP_003961784.1	A0A5P2BG68	unreviewed	A0A5P2BG68_STRVZ	Uncharacterized protein	DEJ47_26070 DEJ48_12765 DEJ49_24890	Streptomyces venezuelae	60
WP_003961784.1	A0A1Z1WIW2	unreviewed	A0A1Z1WIW2_9ACTN	Uncharacterized protein	SMD44_05856	Streptomyces alboflavus	60
WP_003961784.1	C9ZA90	unreviewed	C9ZA90_STRSW	Uncharacterized protein	SCAB_29791	Streptomyces scabiei (strain 87.22)	60
WP_003961784.1	A0A7Y6LCB2	unreviewed	A0A7Y6LCB2_9ACTN	Uncharacterized protein	G6W56_06195	Streptomyces fungicidicus	60
WP_003961784.1	A0A516RLP9	unreviewed	A0A516RLP9_STRST	Uncharacterized protein	CP982_28020 FH965_26330	Streptomyces spectabilis	60
WP_003961780.1	E2Q5I4	unreviewed	E2Q5I4_STRCL	Dehydrogenase (EC 1.1.1.1)	SCLAV_4123	Streptomyces clavuligerus	320
WP_003961779.1	E2Q5I3	unreviewed	E2Q5I3_STRCL	Putative malate dehydrogenase (EC 1.1.1.38)	SCLAV_4122	Streptomyces clavuligerus	412
WP_003961778.1	E2Q5I2	unreviewed	E2Q5I2_STRCL	Secreted protein	SCLAV_4121	Streptomyces clavuligerus	329
WP_003954002.1	B5GQF0	unreviewed	B5GQF0_STRCL	ATP-binding protein	SCLAV_4119	Streptomyces clavuligerus	255
WP_003961776.1	E2Q5H9	unreviewed	E2Q5H9_STRCL	Methyltransferase	metZ SCLAV_4118	Streptomyces clavuligerus	258
WP_003961775.1	E2Q5H8	unreviewed	E2Q5H8_STRCL	DUF1470 domain-containing protein	SCLAV_4117	Streptomyces clavuligerus	203
WP_003953999.1	B5GQE7	unreviewed	B5GQE7_STRCL	Signal peptidase	SCLAV_4116	Streptomyces clavuligerus	127
WP_003953998.1	B5GQE6	unreviewed	B5GQE6_STRCL	Superoxide dismutase	SCLAV_4115	Streptomyces clavuligerus	131
WP_003953997.1	B5GQE5	unreviewed	B5GQE5_STRCL	NUDIX hydrolase	SCLAV_4114	Streptomyces clavuligerus	185
WP_003953996.1	B5GQE4	unreviewed	B5GQE4_STRCL	SnpR-like transcriptional regulator	SCLAV_4113	Streptomyces clavuligerus	319
WP_003953995.1	B5GQE3	unreviewed	B5GQE3_STRCL	Extracellular small neutral protease (EC 3.4.24.77)	SCLAV_4112	Streptomyces clavuligerus	217
WP_003953993.1	B5GQE1	unreviewed	B5GQE1_STRCL	Uncharacterized protein	SCLAV_4110	Streptomyces clavuligerus	88
WP_003961771.1	E2Q5G8	unreviewed	E2Q5G8_STRCL	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	SCLAV_4107	Streptomyces clavuligerus	336
WP_003953989.1	B5GQD7	unreviewed	B5GQD7_STRCL	Sodium/proton antiporter	SCLAV_4106	Streptomyces clavuligerus	534
WP_003953988.1	B5GQD6	unreviewed	B5GQD6_STRCL	Na+ antiporter	SCLAV_4105	Streptomyces clavuligerus	86
WP_003953985.1	B5GQD3	unreviewed	B5GQD3_STRCL	Putative integral membrane protein	SCLAV_4102	Streptomyces clavuligerus	136
WP_003961769.1	E2Q5G2	unreviewed	E2Q5G2_STRCL	Diacylglycerol kinase catalytic region	SCLAV_4101	Streptomyces clavuligerus	322
WP_003953983.1	A0A7W9UZC7	unreviewed	A0A7W9UZC7_9ACTN	Transcriptional regulator WhiB	whiB FHS42_003950	Streptomyces zagrosensis	85
WP_003953983.1	H0BN44	unreviewed	H0BN44_9ACTN	Transcriptional regulator WhiB	whiB SPW_6682	Streptomyces sp. W007	85
WP_003953983.1	A0A7Y6HF05	unreviewed	A0A7Y6HF05_9ACTN	Transcriptional regulator WhiB	whiB G6W50_11785	Streptomyces sp. CAI 127	85
WP_003953983.1	A0A1A9DEJ6	unreviewed	A0A1A9DEJ6_9ACTN	Transcriptional regulator WhiB	whiB YW5DRAFT_06681	Streptomyces sp. Ncost-T6T-1	85
WP_003953983.1	I2N5Y2	unreviewed	I2N5Y2_STRT9	Transcriptional regulator WhiB	whiB STSU_010775	Streptomyces tsukubensis (strain DSM 42081 / NBRC 108919 / NRRL 18488 / 9993)	85
WP_003953983.1	A0A1C6MB49	unreviewed	A0A1C6MB49_9ACTN	Transcriptional regulator WhiB	whiB YUWDRAFT_01005	Streptomyces sp. AmelKG-D3	85
WP_003953983.1	A0A1A9DKF4	unreviewed	A0A1A9DKF4_9ACTN	Transcriptional regulator WhiB	whiB YUMDRAFT_03422	Streptomyces sp. OspMP-M45	85
WP_003953983.1	A0A433E5U5	unreviewed	A0A433E5U5_9ACTN	Transcriptional regulator WhiB	whiB1 whiB SSPNP10_02450	Streptomyces sp. NP10	85
WP_003953983.1	A0A1C6P3V4	unreviewed	A0A1C6P3V4_9ACTN	Transcriptional regulator WhiB	whiB B046DRAFT_03389	Streptomyces sp. LamerLS-316	85
WP_003953983.1	A0A212R0X5	unreviewed	A0A212R0X5_9ACTN	Transcriptional regulator WhiB	whiB SAMN02745831_00539	Streptomyces sp. PgraA7	85
WP_003953983.1	A0A1G5GMB7	unreviewed	A0A1G5GMB7_9ACTN	Transcriptional regulator WhiB	whiB SAMN02745898_102288	Streptomyces sp. 136MFCol5.1	85
WP_003953983.1	A0A0U3KTM0	unreviewed	A0A0U3KTM0_STRGL	Transcriptional regulator WhiB	whiB WQO_24105	Streptomyces globisporus C-1027	85
WP_003953983.1	A0A1G9PC30	unreviewed	A0A1G9PC30_9ACTN	Transcriptional regulator WhiB	whiB SAMN05444921_102391	Streptomyces wuyuanensis	85
WP_003953983.1	A0A1G6HB33	unreviewed	A0A1G6HB33_9ACTN	Transcriptional regulator WhiB	whiB F610DRAFT_00340	Streptomyces sp. LaPpAH-199	85
WP_003953983.1	N0CYB8	unreviewed	N0CYB8_STRMI	Transcriptional regulator WhiB	whiB SFUL_5055	Streptomyces microflavus DSM 40593	85
WP_003953983.1	A0A327V584	unreviewed	A0A327V584_9ACTN	Transcriptional regulator WhiB	whiB K388_00471	Streptomyces sp. KhCrAH-43	85
WP_003953983.1	A0A327T167	unreviewed	A0A327T167_9ACTN	Transcriptional regulator WhiB	whiB K351_02825	Streptomyces sp. DpondAA-E10	85
WP_003953983.1	A0A1D3DQ56	unreviewed	A0A1D3DQ56_9ACTN	Transcriptional regulator WhiB	whiB J116_008255	Streptomyces thermolilacinus SPC6	85
WP_003953983.1	A0A1Y2NPW6	unreviewed	A0A1Y2NPW6_STRFR	Transcriptional regulator WhiB	whiB1_3 whiB BG846_04869	Streptomyces fradiae ATCC 10745 = DSM 40063	85
WP_003953983.1	A0A1R1SP86	unreviewed	A0A1R1SP86_9ACTN	Transcriptional regulator WhiB	whiB SPAR_07537	Streptomyces sparsogenes DSM 40356	85
WP_003953983.1	A0A0M8T1X2	unreviewed	A0A0M8T1X2_9ACTN	Transcriptional regulator WhiB	whiB ADK56_19605	Streptomyces sp. MMG1522	85
WP_003953983.1	A0A069JXD3	unreviewed	A0A069JXD3_9ACTN	Transcriptional regulator WhiB	whiB DT87_20220	Streptomyces sp. NTK 937	85
WP_003953983.1	A0A0N0YFL5	unreviewed	A0A0N0YFL5_9ACTN	Transcriptional regulator WhiB	whiB ADK82_23650	Streptomyces sp. NRRL S-4	85
WP_003953983.1	A0A0M8UKP7	unreviewed	A0A0M8UKP7_9ACTN	Transcriptional regulator WhiB	whiB ADK97_11175	Streptomyces sp. H021	85
WP_003953983.1	A0A0M8USS6	unreviewed	A0A0M8USS6_9ACTN	Transcriptional regulator WhiB	whiB ADK98_10525	Streptomyces sp. H036	85
WP_003953983.1	A0A0N0TTB9	unreviewed	A0A0N0TTB9_9ACTN	Transcriptional regulator WhiB	whiB ADL06_14365	Streptomyces sp. NRRL F-6491	85
WP_003953983.1	A0A3N1Q0F4	unreviewed	A0A3N1Q0F4_9ACTN	Transcriptional regulator WhiB	whiB EDD98_3332	Streptomyces sp. PanSC19	85
WP_003953983.1	A0A3N6DS58	unreviewed	A0A3N6DS58_9ACTN	Transcriptional regulator WhiB	whiB2 whiB EES40_04990	Streptomyces sp. ADI93-02	85
WP_003953983.1	A0A3N6FWW5	unreviewed	A0A3N6FWW5_9ACTN	Transcriptional regulator WhiB	whiB1 whiB EES42_02690	Streptomyces sp. ADI95-17	85
WP_003953983.1	A0A3N6H1M5	unreviewed	A0A3N6H1M5_9ACTN	Transcriptional regulator WhiB	whiB5 whiB EES43_20040	Streptomyces sp. ADI96-02	85
WP_003953983.1	A0A3N6G5I2	unreviewed	A0A3N6G5I2_9ACTN	Transcriptional regulator WhiB	whiB2 whiB EES45_11795	Streptomyces sp. ADI97-07	85
WP_003953983.1	A0A3N6HYP6	unreviewed	A0A3N6HYP6_9ACTN	Transcriptional regulator WhiB	whiB4 whiB EES46_10740	Streptomyces sp. ADI98-10	85
WP_003953983.1	A0A087KFH7	unreviewed	A0A087KFH7_9ACTN	Transcriptional regulator WhiB	whiB IX27_08955	Streptomyces sp. JS01	85
