contig,locus_tag,gene_name,start,end,strand,gene_biotype,product,protein_id,gene_ontology,Uniprot Entry,Uniprot Protein names,Uniprot Gene Names
chromosome,CRV15_RS16785,,3987831,3988346,-,protein_coding,MarR family transcriptional regulator,WP_003953840.1,DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],B5GQ09,Putative MarR-family transcriptional regulator,SCLAV_2338
chromosome,CRV15_RS16780,,3986102,3987661,+,protein_coding,MFS transporter,WP_003953841.1,,B5GQ10,Transmembrane efflux protein,SCLAV_2339
chromosome,CRV15_RS16765,,3981885,3983546,+,protein_coding,class I adenylate-forming enzyme family protein,WP_003953844.1,ATP binding [GO:0005524],B5GQ13,Putative Acyl-CoA synthetases AMP-forming /AMP-acid ligases II,SCLAV_2342
chromosome,CRV15_RS16760,,3979802,3981460,+,protein_coding,uroporphyrinogen-III synthase,WP_003953845.1,uroporphyrinogen-III synthase activity [GO:0004852]; tetrapyrrole biosynthetic process [GO:0033014],B5GQ14,uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107),SCLAV_2343
chromosome,CRV15_RS16755,hemC,3978846,3979805,+,protein_coding,hydroxymethylbilane synthase,WP_003953846.1,hydroxymethylbilane synthase activity [GO:0004418]; porphyrin-containing compound biosynthetic process [GO:0006779]; cytoplasm [GO:0005737],B5GQ15,Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),SCLAV_2344 hemC
chromosome,CRV15_RS08520,fdxA,2124542,2124859,-,protein_coding,ferredoxin,WP_003953851.1,electron transfer activity [GO:0009055]; metal ion binding [GO:0046872],B5GQ20,Ferredoxin,SCLAV_3994
chromosome,CRV15_RS08505,dapE,2121089,2122168,-,protein_coding,succinyl-diaminopimelate desuccinylase,WP_003953854.1,succinyl-diaminopimelate desuccinylase activity [GO:0009014]; lysine biosynthetic process via diaminopimelate [GO:0009089],B5GQ23,Putative succinyl-diaminopimelate desuccinylase (EC 3.5.1.18),SCLAV_3997
chromosome,CRV15_RS08485,,2118092,2118673,-,protein_coding,DNA-3-methyladenine glycosylase I,WP_003953859.1,DNA-3-methyladenine glycosylase activity [GO:0008725]; base-excision repair [GO:0006284],B5GQ28,Putative DNA-3-methyladenine glycosylase I (EC 3.2.2.20),SCLAV_4001
chromosome,CRV15_RS08480,,2117252,2118052,+,protein_coding,enoyl-CoA hydratase-related protein,WP_003953861.1,catalytic activity [GO:0003824],B5GQ29,Putative enoyl-CoA hydratase/isomerase (EC 4.2.1.17),SCLAV_4002
chromosome,CRV15_RS08460,,2113994,2114968,-,protein_coding,zf-HC2 domain-containing protein,WP_003953865.1,,B5GQ33,Putative zinc-finger domain-containing protein,SCLAV_4006
chromosome,CRV15_RS08450,,2110239,2110685,-,protein_coding,sec-independent translocase,WP_003953868.1,protein transport [GO:0015031],,,
chromosome,CRV15_RS08440,,2108074,2109207,+,protein_coding,Mrp/NBP35 family ATP-binding protein,WP_003953870.1,,B5GQ38,Iron-sulfur cluster carrier protein,SCLAV_4010
chromosome,CRV15_RS08430,,2106058,2107377,+,protein_coding,CBS domain-containing protein,WP_003953872.1,,,,
chromosome,CRV15_RS08425,,2104822,2105613,-,protein_coding,hypothetical protein,WP_003953874.1,,,,
chromosome,CRV15_RS08420,,2104202,2104780,+,protein_coding,hypothetical protein,WP_003953875.1,,,,
chromosome,CRV15_RS08415,,2102886,2104001,+,protein_coding,magnesium and cobalt transport protein CorA,WP_003953876.1,,,,
chromosome,CRV15_RS08405,,2101600,2102316,-,protein_coding,suppressor of fused domain protein,WP_003953878.1,,B5GQ46,Suppressor of fused-like domain-containing protein,SCLAV_4017
chromosome,CRV15_RS08400,,2100855,2101493,-,protein_coding,DUF6758 family protein,WP_003953879.1,,B5GQ47,Phosphotransacetylase,SCLAV_4018
chromosome,CRV15_RS08395,,2099833,2100696,-,protein_coding,PHP domain-containing protein,WP_003953880.1,metal ion binding [GO:0046872],B5GQ48,PHP domain-containing protein,SCLAV_4019
chromosome,CRV15_RS08390,,2099007,2099612,-,protein_coding,MarC family protein,WP_003953881.1,,,,
chromosome,CRV15_RS08380,,2097100,2097501,+,protein_coding,hypothetical protein,WP_003953884.1,,B5GQ52,Uncharacterized protein,SCLAV_4023
chromosome,CRV15_RS08365,,2093770,2094648,+,protein_coding,alpha/beta fold hydrolase,WP_003953888.1,,B5GQ56,Hydrolase,SCLAV_4025
chromosome,CRV15_RS08355,,2089840,2090619,-,protein_coding,ferritin-like fold-containing protein,WP_003953890.1,,,,
chromosome,CRV15_RS08340,,2087864,2088526,+,protein_coding,TetR/AcrR family transcriptional regulator,WP_003953894.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],B5GQ61,TetR-family transcriptional regulator,SCLAV_4030
chromosome,CRV15_RS08330,,2086219,2087244,-,protein_coding,alpha/beta fold hydrolase,WP_003953895.1,,B5GQ63,Hydrolase,SCLAV_4032
chromosome,CRV15_RS08325,,2084740,2085960,-,protein_coding,DUF3152 domain-containing protein,WP_003953897.1,,B5GQ64,DUF3152 domain-containing protein,SCLAV_4033
chromosome,CRV15_RS08315,,2081045,2082052,-,protein_coding,ABC transporter permease,WP_003953903.1,ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],,,
chromosome,CRV15_RS08310,,2080059,2081048,-,protein_coding,ABC transporter permease,WP_003953904.1,transmembrane transport [GO:0055085],B5GQ68,ABC transporter system integral membrane protein,SCLAV_4037
chromosome,CRV15_RS08300,,2076606,2077574,-,protein_coding,NAD-dependent epimerase/dehydratase family protein,WP_003953906.1,,B5GQ70,Putative reductase,SCLAV_4039
chromosome,CRV15_RS08295,,2075818,2076618,-,protein_coding,spherulation-specific family 4 protein,WP_003953907.1,,,,
chromosome,CRV15_RS08290,moeZ,2074576,2075754,-,protein_coding,adenylyltransferase/sulfurtransferase MoeZ,WP_003953908.1,ubiquitin-like modifier activating enzyme activity [GO:0008641],B5GQ72,UBA/THIF-type NAD/FAD binding protein,SCLAV_4041
chromosome,CRV15_RS08285,,2072898,2074439,+,protein_coding,alpha/beta hydrolase,WP_003953909.1,hydrolase activity [GO:0016787],,,
chromosome,CRV15_RS08275,,2068009,2071020,+,protein_coding,lysylphosphatidylglycerol synthase transmembrane domain-containing protein,WP_003953911.1,,B5GQ75,Integral membrane protein,SCLAV_4044
chromosome,CRV15_RS08255,,2058374,2059771,-,protein_coding,dipeptidase,WP_003953917.1,hydrolase activity [GO:0016787],,,
chromosome,CRV15_RS08250,nudC,2057292,2058260,-,protein_coding,NAD(+) diphosphatase,WP_003953918.1,NAD+ diphosphatase activity [GO:0000210]; hydrolase activity [GO:0016787],,,
chromosome,CRV15_RS08245,,2056946,2057188,+,protein_coding,mycoredoxin,WP_003953919.1,,B5GQ82,Putative glutaredoxin-like protein,SCLAV_4051
chromosome,CRV15_RS08230,,2053431,2053799,-,protein_coding,WhiB family transcriptional regulator,WP_003953924.1,"DNA binding [GO:0003677]; metal ion binding [GO:0046872]; iron-sulfur cluster binding [GO:0051536]; 4 iron, 4 sulfur cluster binding [GO:0051539]",B5GQ86,Transcriptional regulator WhiB,SCLAV_4054 whiB
chromosome,CRV15_RS08225,,2053111,2053434,-,protein_coding,hypothetical protein,WP_003953926.1,,B5GQ87,Uncharacterized protein,SCLAV_4055
chromosome,CRV15_RS08195,,2046740,2048227,+,protein_coding,zinc-dependent metalloprotease,WP_003953932.1,,B5GQ92,DUF2342 domain-containing protein,SCLAV_4061
chromosome,CRV15_RS08190,,2045419,2046549,-,protein_coding,SDR family oxidoreductase,WP_003953933.1,,B5GQ93,NAD-dependent epimerase/dehydratase,SCLAV_4062
chromosome,CRV15_RS08185,,2044889,2045347,-,protein_coding,molybdenum cofactor biosynthesis protein MoaE,WP_003953934.1,,,,
chromosome,CRV15_RS08175,,2043322,2044410,-,protein_coding,PDZ domain-containing protein,WP_003953936.1,protein binding [GO:0005515],B5GQ96,endopeptidase La (EC 3.4.21.53),SCLAV_4065
chromosome,CRV15_RS08145,,2035652,2036068,+,protein_coding,Fur family transcriptional regulator,WP_003953943.1,DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],B5GQA0,Hydrogen peroxide sensitive repressor,SCLAV_4070 catR
chromosome,CRV15_RS08140,,2034070,2035521,-,protein_coding,catalase,WP_003953944.1,catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872],,,
chromosome,CRV15_RS08135,,2033520,2033924,+,protein_coding,CBS domain-containing protein,WP_003953945.1,,B5GQA2,CBS domain protein,SCLAV_4072
chromosome,CRV15_RS08130,hisN,2032517,2033341,+,protein_coding,histidinol-phosphatase,WP_003953946.1,histidinol-phosphatase activity [GO:0004401]; histidine biosynthetic process [GO:0000105],,,
chromosome,CRV15_RS08120,,2031298,2031621,+,protein_coding,multidrug efflux SMR transporter,WP_003953950.1,transmembrane transporter activity [GO:0022857],B5GQA6,SMR-type multi-drug efflux transporter,SCLAV_4075
chromosome,CRV15_RS08115,rsgA,2030056,2031069,+,protein_coding,ribosome small subunit-dependent GTPase A,WP_003953951.1,GTP binding [GO:0005525]; ribosome binding [GO:0043022]; translation [GO:0006412],B5GQA7,Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-),SCLAV_4076 engC rsgA
chromosome,CRV15_RS08110,aroA,2028721,2030043,+,protein_coding,3-phosphoshikimate 1-carboxyvinyltransferase,WP_003953952.1,3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; chorismate biosynthetic process [GO:0009423],B5GQA8,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS),SCLAV_4077 aroA
chromosome,CRV15_RS08100,,2026781,2027605,-,protein_coding,SOS response-associated peptidase,WP_003953955.1,single-stranded DNA binding [GO:0003697]; peptidase activity [GO:0008233]; SOS response [GO:0009432]; obsolete protein-DNA covalent cross-linking [GO:0018142],B5GQB1,Abasic site processing protein (EC 3.4.-.-),SCLAV_4080
chromosome,CRV15_RS08095,,2026066,2026749,-,protein_coding,alpha/beta family hydrolase,WP_003953956.1,,B5GQB2,KANL3/Tex30 alpha/beta hydrolase-like domain-containing protein,SCLAV_4081
chromosome,CRV15_RS08090,,2025158,2025811,-,protein_coding,sigma-70 family RNA polymerase sigma factor,WP_003953957.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS08080,,2023156,2024574,-,protein_coding,HD-GYP domain-containing protein,WP_003953959.1,hydrolase activity [GO:0016787]; metal ion binding [GO:0046872],B5GQB5,Putative integral membrane protein,SCLAV_4084
chromosome,CRV15_RS08070,,2020436,2021431,-,protein_coding,hypothetical protein,WP_003953961.1,,,,
chromosome,CRV15_RS08065,def,2019565,2020218,-,protein_coding,peptide deformylase,WP_003953963.1,peptide deformylase activity [GO:0042586]; protein modification process [GO:0036211],,,
chromosome,CRV15_RS08060,,2018457,2019476,+,protein_coding,ribonucleotide-diphosphate reductase subunit beta,WP_003953964.1,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; metal ion binding [GO:0046872]; DNA replication [GO:0006260]; deoxyribonucleotide biosynthetic process [GO:0009263]; ribonucleoside-diphosphate reductase complex [GO:0005971]",B5GQB9,Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1),SCLAV_4088 nrdB
chromosome,CRV15_RS08055,,2016028,2018460,+,protein_coding,ribonucleoside-diphosphate reductase subunit alpha,WP_003953965.1,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; 2'-deoxyribonucleotide biosynthetic process [GO:0009265]; ribonucleoside-diphosphate reductase complex [GO:0005971]",B5GQC0,Ribonucleoside-diphosphate reductase (EC 1.17.4.1),SCLAV_4089 nrdA nrdL
chromosome,CRV15_RS08050,,2015339,2015545,-,protein_coding,type II toxin-antitoxin system VapB family antitoxin,WP_003953967.1,,B5GQC2,DUF2191 domain-containing protein,SCLAV_4091
chromosome,CRV15_RS08045,,2014929,2015348,-,protein_coding,PIN domain nuclease,WP_003953968.1,,B5GQC3,Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC),SCLAV_4092 vapC
chromosome,CRV15_RS08040,,2014107,2014871,+,protein_coding,GntR family transcriptional regulator,WP_003953969.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,,
chromosome,CRV15_RS08030,,2011380,2012396,-,protein_coding,sugar ABC transporter permease,WP_003953971.1,ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],B5GQC6,Sugar ABC transporter permease protein,SCLAV_4095 dasB
chromosome,CRV15_RS08020,,2008920,2010461,-,protein_coding,glycoside hydrolase family 3 N-terminal domain-containing protein,WP_003953973.1,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]",B5GQC8,beta-N-acetylhexosaminidase (EC 3.2.1.52),SCLAV_4097
chromosome,CRV15_RS08015,,2007776,2008849,-,protein_coding,SIS domain-containing protein,WP_003953974.1,hydrolase activity [GO:0016787]; carbohydrate derivative binding [GO:0097367]; carbohydrate metabolic process [GO:0005975],,,
chromosome,CRV15_RS08005,,2005361,2005618,+,protein_coding,WhiB family transcriptional regulator,WP_003953983.1,"DNA binding [GO:0003677]; metal ion binding [GO:0046872]; iron-sulfur cluster binding [GO:0051536]; 4 iron, 4 sulfur cluster binding [GO:0051539]",B5GQD1,Transcriptional regulator WhiB,SCLAV_4100 wblE whiB
chromosome,CRV15_RS07995,,2003547,2003957,-,protein_coding,hypothetical protein,WP_003953985.1,,B5GQD3,Putative integral membrane protein,SCLAV_4102
chromosome,CRV15_RS07985,,2002016,2002429,+,protein_coding,anti-sigma regulatory factor,WP_003953987.1,,,,
chromosome,CRV15_RS07980,,2001336,2001596,+,protein_coding,UBP-type zinc finger domain-containing protein,WP_003953988.1,zinc ion binding [GO:0008270],B5GQD6,Na+ antiporter,SCLAV_4105
chromosome,CRV15_RS07975,,1999593,2001197,-,protein_coding,Na+/H+ antiporter,WP_003953989.1,sodium:proton antiporter activity [GO:0015385]; sodium ion transport [GO:0006814]; regulation of pH [GO:0006885]; proton transmembrane transport [GO:1902600],B5GQD7,Sodium/proton antiporter,SCLAV_4106
chromosome,CRV15_RS07960,,1996185,1996766,-,protein_coding,dihydrofolate reductase family protein,WP_003953992.1,5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703],,,
chromosome,CRV15_RS07955,,1995834,1996100,-,protein_coding,hypothetical protein,WP_003953993.1,,B5GQE1,Uncharacterized protein,SCLAV_4110
chromosome,CRV15_RS07945,snpA,1994571,1995224,+,protein_coding,snapalysin,WP_003953995.1,,B5GQE3,Extracellular small neutral protease (EC 3.4.24.77),SCLAV_4112
chromosome,CRV15_RS07940,,1993422,1994381,-,protein_coding,LysR family transcriptional regulator,WP_003953996.1,DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],B5GQE4,SnpR-like transcriptional regulator,SCLAV_4113
chromosome,CRV15_RS07935,,1992654,1993211,+,protein_coding,NUDIX hydrolase,WP_003953997.1,metal ion binding [GO:0046872],B5GQE5,NUDIX hydrolase,SCLAV_4114
chromosome,CRV15_RS07930,sodN,1992061,1992456,+,protein_coding,superoxide dismutase%2C Ni,WP_003953998.1,superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430],B5GQE6,Superoxide dismutase,SCLAV_4115
chromosome,CRV15_RS07925,sodX,1991526,1991909,-,protein_coding,nickel-type superoxide dismutase maturation protease,WP_003953999.1,serine-type endopeptidase activity [GO:0004252]; protein processing [GO:0016485]; removal of superoxide radicals [GO:0019430],B5GQE7,Signal peptidase,SCLAV_4116
chromosome,CRV15_RS07910,,1989150,1989917,+,protein_coding,amino acid ABC transporter ATP-binding protein,WP_003954002.1,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],B5GQF0,ATP-binding protein,SCLAV_4119
chromosome,CRV15_RS07905,,1988212,1989153,+,protein_coding,amino acid ABC transporter permease,WP_003954003.1,ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359]; amino acid transport [GO:0006865],,,
chromosome,CRV15_RS19995,ppdK,4757871,4760588,+,protein_coding,pyruvate%2C phosphate dikinase,WP_003954006.1,"pyruvate, phosphate dikinase activity [GO:0050242]; carbon utilization [GO:0015976]",B5GQF4,"Pyruvate, phosphate dikinase (EC 2.7.9.1)",SCLAV_1689
chromosome,CRV15_RS20005,,4762278,4763438,-,protein_coding,alkaline phosphatase PhoX,WP_003954008.1,,,,
chromosome,CRV15_RS20010,,4763737,4765785,-,protein_coding,APC family permease,WP_003954009.1,transmembrane transporter activity [GO:0022857]; membrane [GO:0016020],B5GQF7,Amino acid transporter,SCLAV_1686
chromosome,CRV15_RS20015,,4766023,4766613,+,protein_coding,hypothetical protein,WP_003954010.1,,,,
chromosome,CRV15_RS20020,,4766638,4767603,-,protein_coding,oxidoreductase,WP_003954011.1,oxidoreductase activity [GO:0016491],B5GQF9,Putative oxidoreductase,SCLAV_1684
chromosome,CRV15_RS20025,,4767991,4768935,+,protein_coding,putative protein N(5)-glutamine methyltransferase,WP_003954012.1,protein methyltransferase activity [GO:0008276]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; peptidyl-glutamine methylation [GO:0018364],B5GQG0,peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297),SCLAV_1683
chromosome,CRV15_RS20030,,4768945,4769730,+,protein_coding,TSUP family transporter,WP_003954013.1,membrane [GO:0016020],B5GQG1,Probable membrane transporter protein,SCLAV_1682
chromosome,CRV15_RS20035,,4769965,4770582,-,protein_coding,class F sortase,WP_003954014.1,,B5GQG2,Secreted protein,SCLAV_1681
chromosome,CRV15_RS20040,,4770804,4771232,-,protein_coding,hypothetical protein,WP_003954015.1,,B5GQG3,Integral membrane protein,SCLAV_1680
chromosome,CRV15_RS20045,,4771574,4772200,+,protein_coding,NAD(P)H-dependent oxidoreductase,WP_003954016.1,FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491],B5GQG4,Reductase,SCLAV_1679
chromosome,CRV15_RS20055,,4772813,4773277,+,protein_coding,gamma-glutamylcyclotransferase family protein,WP_003954018.1,,,,
chromosome,CRV15_RS20065,,4774718,4775422,-,protein_coding,ElyC/SanA/YdcF family protein,WP_003954020.1,,B5GQG8,Putative integral membrane protein,SCLAV_1675
chromosome,CRV15_RS20090,,4781819,4783753,-,protein_coding,ABC transporter ATP-binding protein,WP_003954026.1,ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626],B5GQH4,Putative ABC transporter ATP-binding protein,SCLAV_1670
chromosome,CRV15_RS20100,,4785982,4787418,-,protein_coding,FGGY family carbohydrate kinase,WP_003954029.1,"kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; carbohydrate metabolic process [GO:0005975]",B5GQH7,Putative sugar kinase (EC 2.7.1.17),SCLAV_1667
chromosome,CRV15_RS20130,,4789324,4790910,-,protein_coding,hypothetical protein,WP_003954033.1,,B5GQI1,ABC transport system transmembrane protein,SCLAV_1663
chromosome,CRV15_RS20135,,4790907,4791797,-,protein_coding,ABC transporter ATP-binding protein,WP_003954034.1,,B5GQI2,Putative ABC transporter ATP-binding protein,SCLAV_1662
